Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Jednostka miary;"2002";
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"0-4";"osoba";11975;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"5-9";"osoba";13787;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"10-14";"osoba";17092;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"15-19";"osoba";24217;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"20-24";"osoba";32432;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"25-29";"osoba";27224;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"30-34";"osoba";20244;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"35-39";"osoba";18312;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"40-44";"osoba";21824;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"45-49";"osoba";26428;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"50-54";"osoba";24779;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"55-59";"osoba";14456;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"60-64";"osoba";12357;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"65-69";"osoba";12521;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"70-74";"osoba";11211;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"75-79";"osoba";7448;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"80-84";"osoba";2915;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"85 i więcej";"osoba";1357;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"ogółem";"osoba";339651;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"0-4";"osoba";11473;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"5-9";"osoba";12941;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"10-14";"osoba";16510;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"15-19";"osoba";23510;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"20-24";"osoba";33769;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"25-29";"osoba";27278;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"30-34";"osoba";19638;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"35-39";"osoba";18418;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"40-44";"osoba";23775;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"45-49";"osoba";30239;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"50-54";"osoba";29049;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"55-59";"osoba";17372;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"60-64";"osoba";16741;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"65-69";"osoba";17899;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"70-74";"osoba";17483;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"75-79";"osoba";13918;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"80-84";"osoba";5738;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"85 i więcej";"osoba";3778;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"ogółem";"ogółem";"osoba";640367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"ogółem";"w wieku przedprodukcyjnym";"osoba";109759;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"ogółem";"w wieku produkcyjnym ogółem";"osoba";419340;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"ogółem";"w wieku produkcyjnym mobilnym";"osoba";264660;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"ogółem";"w wieku produkcyjnym niemobilnym";"osoba";154680;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"ogółem";"w wieku poprodukcyjnym";"osoba";111009;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"mężczyźni";"ogółem";"osoba";300716;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"mężczyźni";"w wieku przedprodukcyjnym";"osoba";56160;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"mężczyźni";"w wieku produkcyjnym ogółem";"osoba";208967;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"mężczyźni";"w wieku produkcyjnym mobilnym";"osoba";130947;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"mężczyźni";"w wieku produkcyjnym niemobilnym";"osoba";78020;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"mężczyźni";"w wieku poprodukcyjnym";"osoba";35452;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"kobiety";"ogółem";"osoba";339651;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"kobiety";"w wieku przedprodukcyjnym";"osoba";53599;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"kobiety";"w wieku produkcyjnym ogółem";"osoba";210373;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"kobiety";"w wieku produkcyjnym mobilnym";"osoba";133713;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"kobiety";"w wieku produkcyjnym niemobilnym";"osoba";76660;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i ekonomicznych grup wieku (Wymiary: Płeć; Wiek ekonomiczny)";"kobiety";"w wieku poprodukcyjnym";"osoba";75557;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"ogółem";"osoba";640367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"0";"osoba";4429;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"1";"osoba";4735;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"2";"osoba";4713;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"3";"osoba";4767;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"4";"osoba";4804;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"5";"osoba";4944;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"6";"osoba";5075;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"7";"osoba";5270;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"8";"osoba";5595;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"9";"osoba";5844;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"10";"osoba";6046;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"11";"osoba";6713;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"12";"osoba";6760;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"13";"osoba";6727;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"14";"osoba";7356;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"15";"osoba";7700;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"16";"osoba";8851;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"17";"osoba";9430;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"18";"osoba";10069;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"19";"osoba";11677;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"20";"osoba";12942;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"21";"osoba";13602;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"22";"osoba";13763;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"23";"osoba";13347;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"24";"osoba";12547;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"25";"osoba";11946;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"26";"osoba";11427;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"27";"osoba";11067;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"28";"osoba";10317;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"29";"osoba";9745;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"30";"osoba";8922;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"31";"osoba";8451;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"32";"osoba";7929;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"33";"osoba";7477;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"34";"osoba";7103;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"35";"osoba";7099;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"36";"osoba";7390;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"37";"osoba";7442;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"38";"osoba";7367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"39";"osoba";7432;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"40";"osoba";7687;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"41";"osoba";8154;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"42";"osoba";9344;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"43";"osoba";9649;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"44";"osoba";10765;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"45";"osoba";10781;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"46";"osoba";11313;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"47";"osoba";11673;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"48";"osoba";11452;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"49";"osoba";11448;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"50";"osoba";11925;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"51";"osoba";11185;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"52";"osoba";10591;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"53";"osoba";10367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"54";"osoba";9760;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"55";"osoba";8935;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"56";"osoba";6693;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"57";"osoba";5465;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"58";"osoba";5707;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"59";"osoba";5028;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"60";"osoba";5501;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"61";"osoba";5721;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"62";"osoba";6148;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"63";"osoba";5842;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"64";"osoba";5886;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"65";"osoba";6171;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"66";"osoba";6212;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"67";"osoba";6114;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"68";"osoba";5980;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"69";"osoba";5943;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"70";"osoba";6058;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"71";"osoba";6140;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"72";"osoba";5696;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"73";"osoba";5612;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"74";"osoba";5188;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"75";"osoba";4857;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"76";"osoba";4681;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"77";"osoba";4420;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"78";"osoba";3943;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"79";"osoba";3465;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"80";"osoba";2603;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"81";"osoba";2162;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"82";"osoba";1911;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"83";"osoba";1108;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"84";"osoba";869;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"ogółem";"85 i więcej";"osoba";5135;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"ogółem";"osoba";300716;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i wieku (Wymiary: Płeć; Wiek)";"mężczyźni";"0";"osoba";2256;
